PARTIDO_CI,ID_ENTIDAD,ID_DISTRITO_FEDERAL,CANDIDATURA_PROPIETARIA,CANDIDATURA_SUPLENTE
PVEM,06,002,Virgilio Mendoza Amezcua,Edgar Noé Larios Carrasco
PT,06,002,Virgilio Mendoza Amezcua,Edgar Noé Larios Carrasco
MC,06,002,Griselda Martínez Martínez,Ma. Remedios Olivera Orozco
MORENA,06,002,Virgilio Mendoza Amezcua,Edgar Noé Larios Carrasco
PAN-PRI-PRD,06,002,Mely Romero Celis,Martha Leticia Sosa Govea
PAN-PRI,06,002,Mely Romero Celis,Martha Leticia Sosa Govea
PAN-PRD,06,002,Mely Romero Celis,Martha Leticia Sosa Govea
PRI-PRD,06,002,Mely Romero Celis,Martha Leticia Sosa Govea
PVEM_PT_MORENA,06,002,Virgilio Mendoza Amezcua,Edgar Noé Larios Carrasco
PVEM_PT,06,002,Virgilio Mendoza Amezcua,Edgar Noé Larios Carrasco
PVEM_MORENA,06,002,Virgilio Mendoza Amezcua,Edgar Noé Larios Carrasco
PT_MORENA,06,002,Virgilio Mendoza Amezcua,Edgar Noé Larios Carrasco
PAN,07,001,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,001,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,001,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,001,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,001,Leticia Méndez Intzin,Antonia López Pérez
MC,07,001,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,001,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,001,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,001,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,001,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,001,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,002,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,002,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,002,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,002,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,002,Leticia Méndez Intzin,Antonia López Pérez
MC,07,002,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,002,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,002,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,002,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,002,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,002,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,003,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,003,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,003,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,003,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,003,Leticia Méndez Intzin,Antonia López Pérez
MC,07,003,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,003,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,003,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,003,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,003,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,003,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,004,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,004,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,004,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,004,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,004,Leticia Méndez Intzin,Antonia López Pérez
MC,07,004,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,004,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,004,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,004,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,004,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,004,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,005,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,005,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,005,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,005,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,005,Leticia Méndez Intzin,Antonia López Pérez
MC,07,005,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,005,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,005,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,005,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,005,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,005,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,006,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,006,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,006,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,006,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,006,Leticia Méndez Intzin,Antonia López Pérez
MC,07,006,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,006,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,006,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,006,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,006,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,006,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,007,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,007,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,007,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,007,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,007,Leticia Méndez Intzin,Antonia López Pérez
MC,07,007,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,007,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,007,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,007,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,007,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,007,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,008,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,008,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,008,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,008,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,008,Leticia Méndez Intzin,Antonia López Pérez
MC,07,008,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,008,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,008,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,008,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,008,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,008,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,009,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,009,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,009,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,009,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,009,Leticia Méndez Intzin,Antonia López Pérez
MC,07,009,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,009,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,009,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,009,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,009,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,009,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,010,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,010,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,010,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,010,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,010,Leticia Méndez Intzin,Antonia López Pérez
MC,07,010,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,010,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,010,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,010,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,010,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,010,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,011,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,011,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,011,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,011,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,011,Leticia Méndez Intzin,Antonia López Pérez
MC,07,011,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,011,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,011,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,011,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,011,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,011,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,012,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,012,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,012,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,012,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,012,Leticia Méndez Intzin,Antonia López Pérez
MC,07,012,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,012,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,012,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,012,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,012,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,012,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,07,013,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI,07,013,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRD,07,013,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PVEM,07,013,Luis Armando Melgar Bravo,Erasmo Catarino González Delgado
PT,07,013,Leticia Méndez Intzin,Antonia López Pérez
MC,07,013,Flor de María González Pérez,Moiry Judith Domínguez Espinosa
MORENA,07,013,Sasil Dora Luz de León Villard,Itzel Francisca de León Villard
PAN-PRI-PRD,07,013,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRI,07,013,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN-PRD,07,013,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PRI-PRD,07,013,Williams Oswaldo Ochoa Gallegos,Carlos Enrique Zapata Cervantes
PAN,08,001,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,001,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,001,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,001,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,001,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,001,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,001,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,001,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,001,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,001,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,001,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,001,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,001,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,001,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,001,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,002,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,002,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,002,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,002,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,002,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,002,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,002,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,002,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,002,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,002,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,002,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,002,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,002,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,002,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,002,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,003,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,003,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,003,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,003,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,003,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,003,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,003,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,003,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,003,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,003,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,003,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,003,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,003,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,003,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,003,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,004,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,004,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,004,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,004,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,004,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,004,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,004,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,004,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,004,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,004,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,004,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,004,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,004,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,004,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,004,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,005,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,005,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,005,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,005,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,005,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,005,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,005,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,005,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,005,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,005,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,005,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,005,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,005,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,005,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,005,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,006,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,006,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,006,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,006,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,006,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,006,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,006,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,006,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,006,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,006,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,006,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,006,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,006,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,006,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,006,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,007,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,007,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,007,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,007,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,007,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,007,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,007,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,007,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,007,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,007,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,007,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,007,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,007,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,007,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,007,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,008,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,008,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,008,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,008,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,008,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,008,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,008,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,008,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,008,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRD,08,008,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI-PRD,08,008,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM_PT_MORENA,08,008,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_PT,08,008,Andrea Chávez Treviño,Nora Elena Yu Hernández
PVEM_MORENA,08,008,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT_MORENA,08,008,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN,08,009,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRI,08,009,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PRD,08,009,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PVEM,08,009,Andrea Chávez Treviño,Nora Elena Yu Hernández
PT,08,009,Andrea Chávez Treviño,Nora Elena Yu Hernández
MC,08,009,Zury Fernanda Espino García,Elsa Daniela Vargas Hernández
MORENA,08,009,Andrea Chávez Treviño,Nora Elena Yu Hernández
PAN-PRI-PRD,08,009,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
PAN-PRI,08,009,Mario Humberto Vázquez Robles,Adriana Fuentes Téllez
